"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CKAP2",1.46337290232929e-104,0.663507115183681,0.601,0.244,4.93068865710832e-100
"TUBB4B",3.27044096170034e-104,0.983588826397331,0.906,0.628,1.10194237763531e-99
"TMSB15A",1.41578792420945e-103,0.729893280775917,0.945,0.664,4.77035583183131e-99
"KIFC1",2.31312285322068e-99,0.524889732918313,0.507,0.176,7.79383614164178e-95
"PTMS",3.27260614886437e-97,0.612750668280458,0.995,0.95,1.10267191579836e-92
"KIF2C",4.5137631334127e-95,0.542305424322804,0.461,0.154,1.52086735017208e-90
"MARCKS",5.67580474845042e-92,0.655998999362711,0.933,0.715,1.91240565194289e-87
"LHX2",2.22544072895152e-90,0.59530478125813,0.701,0.3,7.49839999212926e-86
"KIF20A",3.50514397894695e-89,0.461040124647952,0.399,0.122,1.18102321226639e-84
"CDCA8",2.26811573515955e-88,0.534704465605961,0.517,0.202,7.64218915804658e-84
"DEPDC1",7.07100385701428e-88,0.432219364337733,0.376,0.109,2.38250403958239e-83
"HJURP",6.85310965180129e-87,0.475240391846841,0.455,0.159,2.30908676607793e-82
"PAX6",5.25282551372135e-86,0.586144024964247,0.76,0.352,1.76988702859327e-81
"CDC25B",3.98856322759374e-85,0.410653319814311,0.358,0.101,1.34390649390543e-80
"PRSS23",6.56364609542006e-85,0.714183476553389,0.888,0.5,2.21155491539084e-80
"H2AFX",5.15852088752742e-84,0.606053686118925,0.642,0.322,1.73811202784349e-79
"CKAP2L",2.1348691859797e-82,0.418499626588516,0.341,0.096,7.19322823524002e-78
"KIF14",5.50472918802516e-82,0.313614117508893,0.281,0.065,1.8547634526132e-77
"PIF1",5.75496353681233e-82,0.685777552052404,0.577,0.26,1.93907741409355e-77
"H1FX",8.55906168793894e-82,0.713884616597912,0.929,0.732,2.88389024513415e-77
"H2AFV",9.3883494742307e-81,0.596682600066895,0.964,0.842,3.16331047184729e-76
"RP11-620J15.3",2.80823639113101e-79,0.407447186679378,0.401,0.122,9.46207169627684e-75
"BORA",1.27110347221622e-78,0.313830705596223,0.282,0.068,4.28285603928532e-74
"MZT1",6.13195999163902e-78,0.590244638607271,0.7,0.375,2.06610259958285e-73
"TACC3",5.02368570051882e-76,0.559825895894632,0.525,0.228,1.69268065993281e-71
"CENPV",2.60056707268159e-75,0.573498721066463,0.962,0.817,8.76235069469334e-71
"PBK",1.25343978853098e-74,0.356199849998039,0.31,0.085,4.22334002347629e-70
"GPSM2",4.46299991522841e-74,0.299721663385516,0.261,0.062,1.50376319143706e-69
"METRN",4.70511010131285e-73,0.603953880674233,0.936,0.683,1.58533979753635e-68
"RAX",5.22035502117709e-73,0.502056354438541,0.646,0.286,1.75894642083541e-68
"RHNO1",3.65604038461857e-71,0.567716626418953,0.727,0.44,1.23186624719338e-66
"TNFAIP8L1",7.57246814351352e-71,0.316673149175387,0.285,0.076,2.55146741627545e-66
"H2AFY",2.51033769434453e-70,0.527653752415324,0.818,0.484,8.45833182732445e-66
"TROAP",2.67607542176745e-70,0.412617281629215,0.392,0.139,9.01676852610323e-66
"RBMX",4.7440990597851e-70,0.524467898183952,0.989,0.943,1.59847673720399e-65
"SGOL1",8.9338776862301e-69,0.518009002519048,0.589,0.297,3.01018074759837e-64
"SOX2",6.07053793284196e-68,0.565525257757809,0.971,0.892,2.04540705109177e-63
"SPC25",2.92248368201139e-67,0.489127103629674,0.53,0.242,9.84701651816917e-63
"ARHGEF39",9.65864146195751e-67,0.32975290073591,0.281,0.077,3.25438265419196e-62
"FAM83D",8.10967781767154e-66,0.380146359345464,0.375,0.133,2.73247484388625e-61
"DCTN3",1.13273581696913e-65,0.543758879455612,0.742,0.449,3.8166400616958e-61
"HP1BP3",5.34955633426226e-64,0.498341080608126,0.615,0.321,1.80247951126633e-59
"SPA17",1.951547602368e-63,0.297041734713297,0.27,0.073,6.57554449141873e-59
"SOX3",2.14060433248244e-63,0.57199032031757,0.656,0.322,7.21255223786634e-59
"HN1",8.23190936946973e-63,0.555668976876496,0.979,0.869,2.77365954294913e-58
"STMN1",1.54204439956026e-62,0.480869074217555,0.995,0.984,5.19576439987834e-58
"UBB",7.28050759725496e-62,0.47292920944197,0.998,0.987,2.45309422981909e-57
"BUB3",8.0579003329882e-61,0.567915537226503,0.725,0.459,2.71502893819704e-56
"TPBG",1.18658205526642e-60,0.557881065124245,0.785,0.482,3.99806957701469e-56
"DEPDC1B",1.06614822792759e-59,0.413862386802206,0.402,0.159,3.59227983917923e-55
"CKAP5",1.1672796451224e-59,0.411528992034202,0.498,0.228,3.93303203627542e-55
"DLK1",1.18526266052225e-59,0.532610287233243,0.997,0.868,3.99362400836367e-55
"PRR11",4.29841558699588e-59,0.314935396785074,0.326,0.109,1.44830814788239e-54
"MALAT1",1.55918012052428e-57,0.495173376017655,1,1,5.25350149809452e-53
"MAD2L1",1.99681964757325e-57,0.512988762498706,0.689,0.414,6.7280841205333e-53
"FGF8",3.31885312813327e-57,0.466361930179553,0.525,0.229,1.11825437299322e-52
"ZNF503",4.83078676811434e-56,0.417764253505133,0.445,0.177,1.62768529364845e-51
"DTYMK",7.91141882012901e-56,0.494010702029884,0.833,0.582,2.66567345725427e-51
"SIX3",1.79746144293683e-55,0.527793179836001,0.876,0.555,6.05636658583136e-51
"C21orf58",1.92054680748324e-55,0.338121614657102,0.36,0.132,6.47109041313402e-51
"NDC80",1.32136192019282e-54,0.359431251818217,0.329,0.118,4.45219685389769e-50
"PRTG",7.39435602719934e-54,0.510084320324736,0.722,0.42,2.49145431980454e-49
"FEZF1-AS1",1.58060190149901e-53,0.361981287757142,0.464,0.195,5.32568004691076e-49
"TUBB",2.85511474336756e-53,0.359035104615632,1,0.999,9.62002361630267e-49
"MIS18BP1",3.34507821389715e-53,0.393269694846045,0.457,0.21,1.12709065339051e-48
"CALM3",1.24752731605516e-52,0.414654212374014,0.945,0.859,4.20341853871627e-48
"ATP5E",9.94476246012368e-52,0.380818148134924,0.997,0.963,3.35078826331407e-47
"KIF4A",8.21023576475774e-51,0.305416464615072,0.308,0.11,2.76635683857747e-46
"CDH2",2.85412096844784e-50,0.351296133466982,0.496,0.219,9.61667519108816e-46
"SAPCD2",3.10895065620717e-50,0.313012633114678,0.297,0.106,1.04752983410244e-45
"SFRP2",4.21393035357909e-50,0.41494365203315,0.926,0.745,1.41984169333494e-45
"NDE1",1.56000643944299e-49,0.26902982172835,0.278,0.093,5.2562856970592e-45
"ARHGAP11B",2.73078898236274e-49,0.3363703306421,0.343,0.134,9.20112039717303e-45
"KIF20B",4.88795989087337e-49,0.428866574573323,0.507,0.261,1.64694920563087e-44
"SIX6",2.54182138096337e-48,0.449328258590771,0.528,0.249,8.56441296101798e-44
"RAD21",3.3276776007387e-48,0.51852841800978,0.706,0.478,1.1212276907929e-43
"PTN",3.79642350373971e-48,0.533013855041797,0.785,0.526,1.27916693535006e-43
"MYEF2",3.548498287262e-47,0.380508634485979,0.452,0.214,1.19563101291006e-42
"NR2F1",6.7824818174425e-47,0.415018187933845,0.405,0.17,2.28528942356908e-42
"G2E3",1.70577124416502e-46,0.337069000841274,0.378,0.162,5.74742563008961e-42
"NUDCD2",4.19023649796095e-46,0.490854000180406,0.774,0.561,1.41185828562296e-41
"CCDC88A",1.57462220491037e-45,0.309162996690636,0.396,0.171,5.30553205722501e-41
"VIM",3.76595151347297e-45,0.394184855534875,0.97,0.709,1.26889970294958e-40
"MARCKSL1",4.27967179113088e-45,0.366378027061978,1,0.988,1.44199261330364e-40
"CCNI",6.02521649714147e-45,0.352703311033308,0.988,0.952,2.03013644654685e-40
"SOX21",8.29335105745912e-45,0.341798488601767,0.455,0.214,2.79436170530028e-40
"TTK",9.20453810001208e-45,0.27893338022992,0.269,0.094,3.10137706741807e-40
"KIF23",1.105953341507e-44,0.326018178028956,0.302,0.118,3.72639918887368e-40
"CCDC167",4.95994886312098e-44,0.448523826593648,0.668,0.422,1.67120516993998e-39
"NNAT",6.3518706161546e-44,0.433195924238251,0.829,0.586,2.14019928540713e-39
"CDCA2",2.96344260454241e-43,0.265134886362428,0.285,0.107,9.98502351174519e-39
"UBE2T",7.92667828746812e-43,0.447091238809479,0.712,0.478,2.67081498217951e-38
"LBR",3.03138995536665e-42,0.374451190969903,0.439,0.216,1.02139653156124e-37
"H2AFY2",9.30691928264128e-42,0.370719369964035,0.731,0.449,3.13587338309315e-37
"FZD2",1.47416960358974e-41,0.36390223484182,0.574,0.311,4.96706706233527e-37
"GKAP1",8.98762896401107e-41,0.294482484120969,0.407,0.184,3.02829170313389e-36
"ECT2",1.34758209312069e-40,0.284844466898444,0.335,0.144,4.54054310456084e-36
"CNTFR",1.98987218036983e-40,0.35875241440015,0.571,0.302,6.70467532453809e-36
"ZFP36L1",2.76134512307566e-40,0.436038901035005,0.894,0.756,9.30407625769111e-36
"NCAPD2",4.89809160400648e-40,0.298908092331032,0.369,0.166,1.65036298505394e-35
"TCEA2",6.92417468869533e-40,0.374051679938212,0.703,0.458,2.333031419609e-35
"PHF6",7.26064117215647e-40,0.404098338966115,0.642,0.412,2.4464004365464e-35
"CCNF",1.98880923885488e-39,0.291203084298226,0.32,0.134,6.70109384939762e-35
"TUBA1A",6.75739696625798e-39,0.516015545638143,0.971,0.896,2.27683733381096e-34
"ZSCAN16-AS1",1.14931373907146e-38,0.294466784039249,0.431,0.206,3.87249771242739e-34
"TMEM106C",1.18590801505583e-38,0.318237186213633,0.555,0.302,3.99579846592911e-34
"FEZF1",1.78472390857661e-38,0.381492281758994,0.634,0.359,6.01344873755804e-34
"ARHGAP11A",2.96480442418962e-38,0.278903270336251,0.319,0.137,9.98961202686451e-34
"IKBIP",3.77482710012139e-38,0.261664949793,0.341,0.146,1.2718902431149e-33
"TTYH1",8.23819378914282e-38,0.396269322013821,0.771,0.556,2.77577701531378e-33
"FRZB",1.29173031558006e-37,0.3945481644707,0.765,0.506,4.35235612531545e-33
"GAS1",1.89639725330643e-37,0.279769953939852,0.39,0.178,6.38972090529069e-33
"DDAH2",2.99961945467586e-37,0.417259100830178,0.809,0.621,1.01069177905848e-32
"OIP5",3.74576536195964e-37,0.321404257373389,0.443,0.237,1.26209818105868e-32
"REEP4",4.02097205316105e-37,0.304064397268094,0.36,0.169,1.35482632359208e-32
"CSRP2",7.01151631094724e-37,0.39454437494699,0.941,0.792,2.36246030581056e-32
"KIF22",1.01726168275324e-36,0.411307444916663,0.587,0.378,3.42756151386877e-32
"CHD7",1.2111783987389e-36,0.362026084988605,0.666,0.429,4.08094449671085e-32
"PLEKHO1",2.62585821762943e-36,0.340484120096902,0.59,0.349,8.8475666784806e-32
"CIRBP",4.66807805151502e-36,0.334059181962384,0.982,0.935,1.57286221867747e-31
"CEP70",7.56551873974178e-36,0.297015013818889,0.347,0.16,2.5491258841686e-31
"MRPS6",8.00704386901803e-36,0.385870657137888,0.912,0.782,2.69789336122694e-31
"IDH2",9.44252344323024e-36,0.4042958301587,0.742,0.509,3.181563848962e-31
"UCP2",1.23912000314887e-35,0.426816052860559,0.663,0.466,4.1750909386098e-31
"ZNF318",3.46623363330965e-35,0.256323124677862,0.294,0.124,1.16791276040735e-30
"IMMP1L",5.22678783405269e-35,0.354436976004263,0.608,0.38,1.76111389280571e-30
"LCORL",6.5800259453765e-35,0.290973058349586,0.328,0.146,2.21707394203516e-30
"ARL4C",7.22752709370502e-35,0.386246831803859,0.71,0.463,2.43524297895297e-30
"LIX1",2.32255704383209e-34,0.316402537528747,0.437,0.217,7.82562370348785e-30
"HNRNPA2B1",5.05383024927724e-34,0.379529287480347,0.983,0.936,1.70283756419147e-29
"PCM1",9.06460053436836e-34,0.359924836328029,0.598,0.376,3.05422650405008e-29
"SFRP1",1.82384807605953e-33,0.380885489330499,0.936,0.786,6.14527370747498e-29
"CENPN",2.17155047648457e-33,0.388505776551542,0.742,0.538,7.31682217546711e-29
"COL2A1",3.32666625656995e-33,0.3189814043564,0.657,0.382,1.12088692848868e-28
"MORF4L2",3.6143941517824e-33,0.39474447612468,0.964,0.895,1.21783396550156e-28
"FAM89B",4.25500989689635e-33,0.269448695020678,0.375,0.18,1.43368303466026e-28
"TRAPPC1",1.06031211884505e-32,0.36152360563936,0.833,0.662,3.57261565323651e-28
"RP11-89K21.1",2.130048860408e-32,0.324862676676675,0.564,0.316,7.17698663025873e-28
"EFNA5",2.61058573314051e-32,0.307251075444667,0.703,0.446,8.79610756924363e-28
"FZD3",3.70937741777696e-32,0.374085626114392,0.701,0.52,1.24983762714577e-27
"TLE4",3.72126856012495e-32,0.296707104485079,0.66,0.42,1.2538442286485e-27
"RNF5",4.05217747166517e-32,0.375502308346716,0.851,0.701,1.36534067730286e-27
"GPX4",4.05238286740394e-32,0.281289419667568,0.995,0.986,1.36540988334308e-27
"RBP1",8.49297294230233e-32,0.387866366674752,0.727,0.515,2.86162230317935e-27
"UBE2E3",1.42474430778483e-31,0.345678331812355,0.876,0.728,4.8005334706502e-27
"ODC1",1.5646321947053e-31,0.344352550543531,0.825,0.632,5.27187171684004e-27
"FZD5",1.75303760608969e-31,0.344647296107064,0.625,0.406,5.90668490995859e-27
"PFN2",2.41014984193589e-31,0.34799429575043,0.929,0.823,8.12075887741877e-27
"CENPH",2.73004480713565e-31,0.351297034134186,0.786,0.608,9.19861297316284e-27
"BRD8",7.47240262754496e-31,0.264915363330831,0.314,0.147,2.517751341325e-26
"CTXN1",8.15201706782762e-31,0.312142940467896,0.53,0.324,2.74674063083384e-26
"MAP1B",1.3951783404528e-30,0.351647100857633,0.903,0.756,4.70091390032167e-26
"MZT2B",1.59419029704351e-30,0.298320965387969,0.989,0.961,5.37146478685841e-26
"FILIP1",1.90487637341496e-30,0.315213441415281,0.367,0.188,6.41829045258435e-26
"ZNF428",4.33121801000509e-30,0.31144604297295,0.822,0.651,1.45936059629111e-25
"RHEB",5.17117349085232e-30,0.373432903782015,0.907,0.764,1.74237519600778e-25
"SPAG5",5.47651170484459e-30,0.250886060367197,0.278,0.123,1.84525585383034e-25
"MESDC1",4.39529801612698e-29,0.266667204027473,0.373,0.197,1.48095171355383e-24
"EZH2",4.47163080962852e-29,0.314527458485989,0.44,0.247,1.50667128499623e-24
"MPST",5.96085144101685e-29,0.347851817755371,0.836,0.697,2.00844928453622e-24
"CBX5",7.44940189862374e-29,0.344009420552223,0.806,0.668,2.51000147572228e-24
"SKA2",8.94035177654361e-29,0.375484787800906,0.669,0.514,3.0123621275886e-24
"PHPT1",9.3290296889106e-29,0.316108559967449,0.964,0.91,3.14332326338154e-24
"SPC24",9.55319428065373e-29,0.251952908524297,0.3,0.142,3.21885328092347e-24
"FAM122B",1.16396460704209e-28,0.29766565041339,0.357,0.191,3.92186234696761e-24
"BANF1",1.82972190931269e-28,0.308948328321879,0.98,0.931,6.16506500123817e-24
"LSM5",2.1437301652869e-28,0.320334313477006,0.971,0.903,7.22308441891768e-24
"ATP2B1",2.45453180770855e-28,0.32494164548582,0.724,0.542,8.2702994728932e-24
"SOX11",3.36298560030625e-28,0.34859789361727,0.841,0.648,1.13312436816719e-23
"FAM213A",5.18680372214158e-28,0.342685926045873,0.777,0.596,1.74764164613838e-23
"FOXM1",7.1371576784966e-28,0.282365284958414,0.44,0.259,2.40479390819264e-23
"BTG1",1.0308666334145e-27,0.333230934029987,0.848,0.713,3.4734020346268e-23
"DEK",1.18380922440394e-27,0.300001399180803,0.941,0.849,3.98872680070665e-23
"FJX1",2.19730697238415e-27,0.313474281452315,0.539,0.333,7.40360611275114e-23
"WHSC1",3.29786256221467e-27,0.295851976898719,0.478,0.287,1.11118181171261e-22
"CRABP1",1.25308550084321e-26,0.327464985733521,0.982,0.921,4.2221462865411e-22
"CMTM3",3.00974095783832e-26,0.28246807891645,0.514,0.315,1.01410211833405e-21
"TTC3",4.29514652676428e-26,0.252032192049143,0.584,0.351,1.44720667072796e-21
"FIGN",8.16073146670096e-26,0.250784440291886,0.378,0.203,2.74967686039022e-21
"TMPO",1.32651851812106e-25,0.329008778903216,0.568,0.385,4.4695714949571e-21
"HDGF",1.58198686806266e-25,0.34883919780312,0.754,0.594,5.33034655325033e-21
"HNRNPR",2.7997522372304e-25,0.37147700391182,0.816,0.658,9.43348518812412e-21
"HES1",4.09167991465794e-25,0.35289786606597,0.783,0.584,1.37865063044485e-20
"PDLIM7",6.38270976445321e-25,0.288053326169437,0.833,0.665,2.15059022803486e-20
"GPC3",5.32631818721742e-24,0.366805087177912,0.76,0.572,1.79464965000104e-19
"IFT57",5.88120779868984e-24,0.273433190514674,0.584,0.388,1.98161415569055e-19
"HMGB1",1.279072615772e-23,0.25185801186269,1,0.983,4.30970727158219e-19
"HINT2",1.43028257469383e-23,0.306489902717193,0.66,0.484,4.81919410717338e-19
"TSPAN3",1.43244057992515e-23,0.267356936728829,0.648,0.449,4.82646528999981e-19
"PTOV1",2.2271926830447e-23,0.301167910769229,0.844,0.711,7.50430302625081e-19
"PEG10",6.03265231637298e-23,0.278290117963433,0.525,0.339,2.03264187147871e-18
"SRSF3",6.51863301002468e-23,0.299817205677611,0.991,0.949,2.19638820639771e-18
"NAV1",1.04431688396091e-22,0.270436317823146,0.481,0.302,3.51872130881789e-18
"ITGB3BP",1.10191029873739e-22,0.281614657915075,0.599,0.421,3.71277656056577e-18
"CENPU",1.30278872830717e-22,0.34138771514561,0.599,0.427,4.38961634115817e-18
"DCAF7",2.97992899144492e-22,0.268013335317146,0.561,0.39,1.00405727437745e-17
"MEX3A",6.60735463860838e-22,0.282788637454962,0.555,0.383,2.22628207193271e-17
"DYNLL1",7.66526446291073e-22,0.298529077207663,0.997,0.958,2.58273420813314e-17
"KIF5B",2.28317544203316e-21,0.335014206705891,0.737,0.584,7.69293133438654e-17
"PNRC2",3.20372601810803e-21,0.289204460474088,0.653,0.491,1.07946344454132e-16
"CBX1",4.7423997448215e-21,0.291504606085336,0.807,0.701,1.59790417002016e-16
"TUBB2B",5.45337480644527e-21,0.297954206011876,0.915,0.814,1.83746010728367e-16
"CBX3",5.53775800566075e-21,0.282911171752226,0.813,0.672,1.86589218242733e-16
"TRIM59",7.75069028672766e-21,0.255803697562583,0.281,0.149,2.61151758521002e-16
"HAGH",1.72774570760656e-20,0.254887193278376,0.517,0.35,5.82146638720954e-16
"TUBB6",1.91401470140341e-20,0.300652852907423,0.402,0.254,6.44908113490866e-16
"ZNF706",4.15864852847279e-20,0.265858349089042,0.915,0.835,1.40121503518362e-15
"SMC2",1.39204015123228e-19,0.278792762749039,0.422,0.273,4.69034008556206e-15
"RCN2",1.64686056191351e-19,0.283098981550373,0.91,0.808,5.54893197731138e-15
"ITGAE",1.81345777863718e-19,0.291055701405454,0.7,0.54,6.11026463934013e-15
"BNIP3L",2.64439237358456e-19,0.268775453205216,0.683,0.535,8.91001566355583e-15
"PMVK",5.34577024081007e-19,0.267863380196047,0.531,0.374,1.80120382493855e-14
"ANP32B",8.01577687647705e-19,0.261132714947047,0.844,0.729,2.70083586076018e-14
"FSCN1",3.19270188374099e-18,0.260021865893286,0.701,0.538,1.07574897270769e-13
"PLIN3",4.80986489780712e-18,0.271603587674541,0.502,0.353,1.62063587866713e-13
"DAPL1",8.27781396302768e-18,0.273954431345662,0.285,0.155,2.78912663670255e-13
"WDR54",8.49141937769909e-18,0.265512819554287,0.791,0.655,2.86109884512193e-13
"PAFAH1B3",3.83625490118351e-17,0.253059029711459,0.897,0.793,1.29258772640477e-12
"RANGRF",6.93094315845941e-17,0.264146968142258,0.653,0.5,2.33531198781131e-12
"TCEAL7",7.35553927137941e-17,0.271125432334501,0.426,0.274,2.47837540209858e-12
"ANP32E",1.60217389695396e-16,0.272105289949214,0.678,0.531,5.39836472839667e-12
"TUBA1C",1.60637393000642e-16,0.332030372366558,0.789,0.686,5.41251631976361e-12
"CDCA4",9.06492016483853e-16,0.250042972689329,0.495,0.358,3.05433420034069e-11
"CKB",1.92745223343468e-15,0.362431513605031,0.944,0.859,6.49435755533481e-11
"LGALS1",2.084514217182e-15,0.436436345210878,0.584,0.461,7.02356220337302e-11
"CCDC34",3.76111138238382e-15,0.267096541611813,0.586,0.454,1.2672688691804e-10
"VDAC3",6.21136787905525e-15,0.279890277598064,0.772,0.662,2.09285829316887e-10
"KRT10",3.17973243630265e-14,0.250618000734406,0.627,0.496,1.07137904708782e-09
"RDX",4.04384168118229e-14,0.263474244109538,0.739,0.62,1.36253201605756e-09
"HIST1H4C",6.48238754893091e-14,0.474498208495391,0.901,0.872,2.18417566073678e-09
"HNRNPH3",1.72307995540016e-12,0.255727938353592,0.854,0.744,5.8057456017253e-08
"DNAJA1",2.53534081258288e-08,0.253596721495945,0.785,0.713,0.000854257733391674
